"BUILDING_NAME_ENG","BUILDING_ID","DISTRICT_CODE","SBBS_COVERAGE","FTTO_COVERAGE","BDEL_COVERAGE","HKBN_WTT_COVERAGE"
"","24204101",11,"N","N","N","Y"
"","22504601",9,"N","N","N","Y"
"","21108201",9,"N","N","N","Y"
"","00016047",8,"N","N","N","Y"
"","00016064",128,"N","N","N","Y"
"","75904001",222,"N","N","N","Y"
"GOVERNMENT LOGISTICS CENTRE","16200901",116,"N","N","Y","N"
"","11306201",103,"N","N","N","Y"
"","00016101",9,"N","N","N","Y"
"BAYFIELD BUILDING","13107301",106,"N","Y","Y","Y"
"","11210101",103,"N","N","N","Y"
"","11210301",103,"N","N","N","Y"
"148 ELECTRIC ROAD","15101701",112,"Y","Y","Y","Y"
"","21205701",10,"N","N","N","Y"
"","11210401",103,"N","N","N","Y"
"","14610501",108,"N","N","N","Y"
"","14610601",108,"N","N","N","Y"
"","15308301",103,"N","N","N","Y"
"","24503801",11,"N","N","N","Y"
"","24503901",11,"N","N","N","Y"
"","14610801",108,"N","N","N","Y"
"","24504001",11,"N","N","N","Y"
"","24305701",11,"N","N","N","Y"
"","13207101",108,"N","N","N","Y"
"","11208701",103,"N","N","N","Y"
"","11208801",103,"N","N","N","Y"
"","11208901",103,"N","N","N","Y"
"","11209001",103,"N","N","N","Y"
"","00020435",11,"N","N","N","Y"
"","11310401",103,"N","N","N","Y"
"SHUK YUEN BUILDING","14408601",107,"N","Y","N","Y"
"","00016201",218,"N","N","N","Y"
"","11310501",103,"N","N","N","Y"
"","15502801",113,"N","N","N","Y"
"","11209201",103,"N","N","N","Y"
"","62404101",217,"N","N","N","Y"
"","26702101",6,"N","N","N","Y"
"","11209501",103,"N","N","N","Y"
"","11310601",103,"N","N","N","Y"
"","11209901",103,"N","N","N","Y"
"","14610301",108,"N","N","N","Y"
"BLOCK B, SOUTHMARK","17501102",122,"Y","Y","Y","Y"
"","75902005",222,"N","N","N","Y"
"CHUN SHEK ESTATE SHOPPING CENTRE","75902006",222,"N","Y","N","N"
"","75902910",222,"N","N","N","Y"
"","75703406",223,"N","N","N","Y"
"","72605305",219,"N","N","N","N"
"","24305001",11,"N","N","N","Y"
"","16106901",115,"N","N","N","Y"
"","11309801",103,"N","N","N","Y"
"","11310101",104,"N","N","N","Y"
"","11208501",103,"N","N","N","Y"
"","11208601",103,"N","N","N","Y"
"CENTRE 600","26102201",2,"Y","Y","Y","Y"
"BLOCK B, CAMBRIDGE PLAZA","62401202",217,"Y","N","Y","N"
"","24503601",11,"N","N","N","Y"
"EXHIBITION SERVICE & LOGISTICS CENTRE","83902601",32,"N","N","Y","N"
"ROYAL COMMERCIAL CENTRE","00016278",9,"Y","N","Y","Y"
"","92001101",268,"","N","N","Y"
"","26735401",3,"N","N","N","Y"
"","26735501",3,"N","N","N","Y"
"","32429702",202,"N","N","N","Y"
"","32303501",202,"N","N","N","Y"
"","26737301",3,"N","N","N","Y"
"","22802901",9,"N","N","N","Y"
"","26737701",3,"N","N","N","Y"
"","22175201",7,"N","N","N","Y"
"","22181604",6,"N","N","N","Y"
"","22175701",6,"N","N","N","Y"
"","22175702",6,"N","N","N","Y"
"","29804201",29,"N","N","N","Y"
"","21224401",10,"N","N","N","Y"
"","21116101",9,"N","N","N","Y"
"","11423801",105,"N","N","N","Y"
"","17318901",124,"N","N","N","Y"
"","22181803",7,"N","N","N","Y"
"","21228101",10,"N","N","N","Y"
"","22175901",6,"N","N","N","Y"
"","22181645",6,"N","N","N","Y"
"","22176201",7,"N","N","N","Y"
"","22180201",8,"N","N","N","Y"
"","28409401",20,"N","N","N","Y"
"SHA KOK COMMERCIAL CENTRE","75502115",222,"N","Y","N","N"
"","22181833",7,"N","N","N","Y"
"","22182106",7,"N","N","N","Y"
"","22182107",7,"N","N","N","Y"
"","22182108",7,"N","N","N","Y"
"","32435401",202,"N","N","N","Y"
"KOWLOON BUILDING","22603701",8,"Y","N","N","Y"
"","11236501",103,"N","N","N","Y"
"","32436603",202,"N","N","N","Y"
"","26738901",3,"N","N","N","Y"
"","26739002",3,"N","N","N","Y"
"","26739201",3,"N","N","N","Y"
"","26739301",3,"N","N","N","Y"
"","26739801",3,"N","N","N","Y"
"","26740101",3,"N","N","N","Y"
"","22240101",8,"N","N","N","Y"
"","22240501",8,"N","N","N","Y"
"","22240701",8,"N","N","N","Y"
"","11423901",104,"N","N","N","Y"
"","22241901",8,"N","N","N","Y"
"","22242001",8,"N","N","N","Y"
"KING PALACE PLAZA","32437901",202,"N","Y","N","Y"
"","32438201",202,"N","N","N","Y"
"","32438501",202,"N","N","N","Y"
"","22242801",8,"N","N","N","Y"
"","32438601",202,"N","N","N","Y"
"","22243901",8,"N","N","N","Y"
"","32439001",202,"N","N","N","Y"
"","32439602",202,"N","N","N","Y"
"","22245101",8,"N","N","N","Y"
"","22245401",8,"N","N","N","Y"
"","28402403",20,"N","Y","N","N"
"","32439701",202,"N","N","N","Y"
"","26623901",6,"N","N","N","Y"
"","22246901",8,"N","N","N","Y"
"","22247501",8,"N","N","N","Y"
"","21116901",10,"N","N","N","Y"
"","26740301",6,"N","N","N","Y"
"","75412301",222,"N","N","N","Y"
"","26418704",2,"N","N","N","Y"
"BOSS COMMERCIAL CENTRE","22506601",9,"Y","N","Y","Y"
"","22180203",8,"N","N","N","Y"
"","17508901",124,"N","N","N","Y"
"","17509001",124,"N","N","N","Y"
"","17412401",123,"N","N","N","Y"
"LEI MUK SHUE SHOPPING COMPLEX, LEI MUK SHUE ESTATE","32502406",201,"N","N","Y","Y"
"","29001901",29,"N","N","N","Y"
"","28409501",20,"N","N","N","Y"
"","28409601",20,"N","N","N","Y"
"","28700701",24,"N","N","N","Y"
"","28804301",24,"N","N","N","Y"
"","24224001",13,"N","N","N","Y"
"","28806601",24,"N","N","N","Y"
"","28805301",24,"N","N","N","Y"
"","28805101",24,"N","N","N","Y"
"","21195201",10,"N","N","N","Y"
"","72608101",219,"N","N","N","Y"
"","24234901",13,"N","N","N","Y"
"","24235001",13,"N","N","N","Y"
"","11429901",105,"N","N","N","Y"
"","22246201",8,"N","N","N","Y"
"","24235101",13,"N","N","N","Y"
"","14624101",108,"N","N","N","Y"
"","22603209",9,"","N","N","Y"
"","23603801",11,"N","N","N","Y"
"","28800705",24,"N","N","N","Y"
"","72608201",219,"N","N","N","Y"
"","16134101",115,"N","N","N","Y"
"","72803201",219,"N","N","N","Y"
"","13139601",106,"N","Y","N","N"
"","11242601",103,"N","N","N","Y"
"","21118502",10,"N","N","N","Y"
"","13223201",108,"N","N","N","Y"
"","24235301",13,"N","N","N","Y"
"","15325301",112,"N","N","N","Y"
"","16505901",116,"N","N","N","Y"
"","29703901",28,"N","N","N","Y"
"","72205601",219,"N","N","N","Y"
"","26003006",1,"N","Y","N","N"
"MAI GAR INDUSTRIAL BUILDING","29511201",26,"N","Y","Y","Y"
"","52437601",211,"N","N","N","Y"
"174 TAI HONG WAI","52101904",909,"N","Y","N","N"
"","52714901",211,"N","N","N","Y"
"111 KAM TIN SHI","52103003",909,"N","Y","N","N"
"","16134301",114,"N","N","N","Y"
"","51906601",211,"N","N","N","Y"
"","51906701",211,"N","N","N","Y"
"","24235501",13,"N","N","N","Y"
"","44101407",210,"N","N","N","Y"
"ASIA WORLD-EXPRO","95103801",319,"N","N","Y","Y"
"METRO TOWN SHOPPING & CARPARK","83803105",32,"N","Y","Y","Y"
"","19109001",121,"N","N","N","Y"
"","51700401",211,"N","N","N","Y"
"","51800401",211,"N","N","N","Y"
"","32713901",201,"N","N","N","Y"
"MEI TIN ESTATE COMMERCIAL CENTRE","75411702",222,"N","N","Y","N"
"","52200706",211,"N","N","N","Y"
"","32427205",202,"","N","N","Y"
"","13139901",106,"N","N","N","Y"
"","52101404",211,"N","N","N","Y"
"","17318001",124,"N","N","N","Y"
"","52707007",211,"N","N","N","Y"
"","11332801",104,"N","N","N","Y"
"","21230701",10,"N","N","N","Y"
"","24235601",13,"N","N","N","Y"
"","52203401",211,"N","N","N","Y"
"","26745301",6,"N","N","N","Y"
"","14514201",111,"N","N","N","Y"
"","13223301",106,"N","N","N","Y"
"","11332901",104,"N","N","N","Y"
"","12216201",105,"N","N","N","Y"
"","12216301",105,"N","N","N","Y"
"","14434301",107,"N","N","N","Y"
"","21195501",9,"N","N","N","Y"
"","52706905",211,"N","N","N","Y"
"","14802001",111,"N","N","N","Y"
"","24235901",13,"N","N","N","Y"
"","32447901",202,"N","N","N","Y"
"","32102001",202,"N","N","N","Y"
"","24236001",13,"N","N","N","Y"
"","24236201",13,"N","N","N","Y"
"","75403236",222,"N","N","N","Y"
"","32448301",202,"N","N","N","Y"
"","13140401",106,"N","N","N","Y"
"","24509701",11,"N","N","N","Y"
"ATV BOARDCASTING CENTRE, TAI PO INDUSTRIAL ESTATE","72702201",219,"N","Y","Y","Y"
"","21102701",7,"N","N","N","Y"
"ELEMENTS","21700505",10,"N","N","Y","N"
"","22182919",7,"N","N","N","Y"
"2-38 WAN CHAI RD SITE A MARKET","13200604",106,"N","N","Y","N"
"","52900715",211,"N","N","N","Y"
"","52200507",211,"N","N","N","Y"
"","22554201",9,"N","N","N","Y"
"NO 140 HA TAM SHUI HANG","65205804",215,"N","Y","","N"
"NO 140A HA TAM SHUI HANG","65205805",215,"N","Y","","N"
"KWAI FONG INDUSTRIAL BUILDING","32607801",201,"Y","N","Y","Y"
"WING FUNG INDUSTRIAL BUILDING","32412401",202,"N","Y","Y","Y"
"","62404301",217,"N","N","N","Y"
"BLOCK A, SOUTHMARK","17501101",122,"Y","N","Y","Y"
"","52405801",211,"N","N","N","Y"
"EMPEROR PLAZA","32412201",202,"Y","N","N","Y"
"","32412301",202,"N","N","N","Y"
"DEMOLISHED_PENINSULA FACTORY BLDG","32404401",202,"N","N","N","N"
"HILLWOOD CENTRE","21203101",10,"Y","N","Y","Y"
"","21207001",10,"N","N","N","Y"
"","14407901",107,"N","N","N","Y"
"CYBERPORT 2","17102001",126,"N","N","Y","Y"
"","00016569",202,"N","N","N","Y"
"WONG TZE BLDG","29510701",26,"N","Y","N","Y"
"","16306801",116,"N","N","N","Y"
"BLOCK 1, KOON WAH (6TH) MIRROR FACTORY","42304001",210,"Y","Y","Y","N"
"BLOCK 2, KOON WAH (6TH) MIRROR FACTORY","42304002",210,"Y","Y","Y","Y"
"","00016807",210,"N","N","N","Y"
"","28201701",19,"","N","N","Y"
"","12303501",105,"N","N","N","Y"
"TOWER 2, GRAND CENTRAL PLAZA","00016672",222,"N","Y","Y","Y"
"TCL TOWER","32409301",202,"N","Y","N","Y"
"BLOCK B, WAH LUEN INDUSTRIAL CENTRE","75305502",222,"N","Y","Y","Y"
"BLOCK A, WAH LUEN INDUSTRIAL CENTRE","75305501",222,"N","Y","Y","Y"
"VICTORIOUS FACTORY BUILDING (FT C-D)","28403102",20,"Y","N","Y","Y"
"","00016755",222,"N","Y","N","N"
"","28001201",35,"N","N","N","Y"
"WAH SHING CENTRE","29504801",26,"Y","Y","Y","Y"
"FAIR VIEW COMMERCIAL BUILDING","00016886",108,"N","Y","N","Y"
"FU TUNG SHOPPING CENTRE","95002701",311,"N","Y","N","N"
"","22501901",8,"N","N","N","Y"
"","00016938",114,"N","Y","Y","N"
"EASY TOWER","00016953",2,"Y","N","Y","Y"
"","52800701",211,"N","N","N","Y"
"","52802101",211,"N","N","N","Y"
"CITIC TOWER","00017075",106,"N","Y","Y","Y"
"","00016912",33,"N","N","N","Y"
"","22204801",8,"N","N","N","Y"
"","11408801",105,"N","N","N","Y"
"","14604601",106,"N","N","N","Y"
"","14601001",108,"N","N","N","Y"
"EMPIRE HOTEL","13101501",106,"N","N","Y","Y"
"","72604901",219,"N","N","N","Y"
"","14604001",108,"N","N","N","Y"
"","72700801",219,"N","N","N","N"
"TUEN MUN PARKLANE SQUARE","42404901",210,"Y","Y","Y","Y"
"WANG CHEUNG INDUSTRIAL BUILDING","42308701",210,"N","N","Y","N"
"WELLABLE COMMERCIAL BUILDING","14606901",108,"N","N","Y","Y"
"","16304701",116,"N","N","N","Y"
"","29507401",26,"N","N","N","Y"
"","00017447",105,"N","N","N","Y"
"BLOCK B, VERISTRONG INDUSTRIAL CENTRE","75305202",222,"Y","Y","Y","Y"
"BLOCK A, VERISTRONG INDUSTRIAL CENTRE","75305201",222,"Y","N","Y","Y"
"BLOCK B, WAH SANG INDUSTRIAL BUILDING","75305602",222,"Y","N","Y","Y"
"BLOCK A, WAH SANG INDUSTRIAL BUILDING","75305601",222,"Y","N","Y","Y"
"BLOCK B, YEE LIM INDUSTRIAL BUILDING","32607102",201,"Y","Y","Y","Y"
"YUEN LONG COMMERCIAL CENTRE","52401701",211,"Y","N","Y","Y"
"","00017495",201,"N","N","N","Y"
"HONG KONG SPORTS INSTITUTE","00017739",222,"N","N","Y","N"
"TECHNOLOGY PARK","75604401",222,"Y","Y","Y","Y"
"UNIVERSAL INDUSTRIAL CENTRE","75305001",222,"N","Y","Y","Y"
"SUPREME INDUSTRIAL BUILDING","75304901",222,"Y","N","Y","Y"
"","72303801",219,"N","N","N","Y"
"","00017588",9,"N","N","N","Y"
"LKF TOWER","00017589",105,"N","Y","N","N"
"","17201107",124,"","N","N","Y"
"","17202113",124,"N","N","N","Y"
"","00017845",108,"N","N","N","Y"
"UNION PARK CENTRE","22105001",8,"N","Y","Y","Y"
"","22704701",8,"N","N","N","Y"
"","26105201",1,"N","N","N","Y"
"SUN KWONG INDUSTRIAL BUILDING","26105301",6,"N","Y","N","Y"
"BENSON TOWER","29510101",26,"Y","N","Y","Y"
"","15500401",113,"N","N","N","Y"
"","28410201",20,"N","N","N","Y"
"","28410601",20,"N","N","N","Y"
"","28410706",20,"N","N","N","Y"
"","28701201",24,"N","N","N","Y"
"","24603301",11,"N","N","N","Y"
"","24408401",13,"N","N","N","Y"
"","24224401",13,"N","N","N","Y"
"","24224501",11,"N","N","N","Y"
"","11326901",104,"N","N","N","Y"
"","26418801",2,"N","N","N","Y"
"","28116401",22,"N","N","N","Y"
"","28116901",23,"N","N","N","Y"
"","28117401",23,"N","N","N","Y"
"","28117501",23,"N","N","N","Y"
"","28118001",21,"N","N","N","Y"
"","28118601",21,"N","N","N","Y"
"","28411401",21,"N","N","N","Y"
"MIDAS PLAZA","28411601",20,"Y","N","Y","Y"
"","28411901",20,"N","N","N","Y"
"","28119101",21,"N","N","N","Y"
"","28120701",21,"N","N","N","Y"
"","28121101",21,"N","N","N","Y"
"","11236601",103,"N","N","N","Y"
"","75412302",222,"N","N","N","Y"
"","75412303",222,"N","N","N","Y"
"","28121901",21,"N","N","N","Y"
"","75412304",222,"N","N","N","Y"
"","75412305",222,"N","N","N","Y"
"","11424001",104,"N","N","N","Y"
"","24314501",11,"N","N","N","Y"
"","22124601",7,"N","N","N","Y"
"","28122601",21,"N","N","N","Y"
"","75412306",222,"N","N","N","Y"
"","28123001",21,"N","N","N","Y"
"","16601305",115,"","N","N","Y"
"","16128301",115,"N","N","N","Y"
"TUNG FAI BUILDING","16128401",115,"N","Y","N","Y"
"","28123601",22,"N","N","N","Y"
"FU CHEUNG CENTRE","75309301",222,"Y","N","Y","Y"
"","52416301",211,"N","N","N","Y"
"","13133901",106,"N","N","N","Y"
"","52709001",211,"N","N","N","Y"
"","13402101",106,"N","N","N","Y"
"","52709301",211,"N","N","N","Y"
"","52709401",211,"N","N","N","Y"
"","52709501",211,"N","N","N","Y"
"","11327001",104,"N","N","N","Y"
"","52416701",211,"N","N","N","Y"
"","52416801",211,"N","N","N","Y"
"TSEUNG KWAN O PLZ SHOPPING AR ","83802109",32,"N","N","Y","N"
"","52416901",211,"N","N","N","Y"
"","13134301",106,"N","N","N","Y"
"","52418001",211,"N","N","N","Y"
"","52418101",211,"N","N","N","Y"
"","26111101",2,"N","N","N","Y"
"","21115901",9,"N","N","N","Y"
"","21117001",9,"N","N","N","Y"
"","28800704",23,"N","N","N","Y"
"","52419701",211,"N","N","N","Y"
"","52419801",211,"N","N","N","Y"
"","52709901",211,"N","N","N","Y"
"","52421201",211,"N","N","N","Y"
"","29002001",29,"N","N","N","Y"
"","52421301",211,"N","N","N","Y"
"","52421401",211,"N","N","N","Y"
"","52421501",211,"N","N","N","Y"
"","52422001",211,"N","N","N","Y"
"","52422101",211,"N","N","N","Y"
"","29804401",29,"N","N","N","Y"
"","32439801",202,"N","N","N","Y"
"","32439901",202,"N","N","N","Y"
"","32440001",202,"N","N","N","Y"
"","13134601",106,"N","N","N","Y"
"","52422501",211,"N","N","N","Y"
"","52422601",211,"N","N","N","Y"
"","14621801",108,"N","N","N","Y"
"","52422701",211,"N","N","N","Y"
"","52422901",211,"N","N","N","Y"
"","52439401",211,"N","N","N","Y"
"","21225401",10,"N","N","N","Y"
"","52807301",211,"N","N","N","Y"
"AIRPORT - SKY PLAZA","95104201",319,"N","N","Y","Y"
"","13223601",106,"N","N","N","Y"
"","11236301",103,"N","N","N","Y"
"","75414108",222,"","N","N","Y"
"THE EDGE","83802704",32,"N","N","Y","N"
"","17109701",126,"N","N","N","Y"
"","32503301",201,"N","N","N","Y"
"METRO TOWN CLUB HOUSE","83803111",32,"N","N","Y","N"
"","12214201",105,"N","N","N","Y"
"","51907501",211,"N","N","N","Y"
"","24238201",13,"N","N","N","Y"
"","11334001",104,"N","N","N","Y"
"","52807501",211,"N","N","N","Y"
"","52807601",211,"N","N","N","Y"
"","13223701",108,"N","N","N","Y"
"","11431001",105,"N","N","N","Y"
"","21116001",9,"N","N","N","Y"
"ENTERPRISE SQ 5 - MEGA BOX","28010601",35,"N","Y","Y","Y"
"","15120301",112,"N","N","N","Y"
"NINA TOWER SHOPPING ARCADE (L/B-10/F)","32407301",202,"N","N","Y","Y"
"TOWER 2, NINA TOWER OFFICE COMPLEX","32407302",202,"Y","N","Y","Y"
"","11334201",103,"N","N","N","Y"
"","14625001",108,"N","N","N","Y"
"","13140901",106,"N","N","N","Y"
"","24412401",11,"N","N","N","Y"
"","14434701",107,"N","N","N","Y"
"","24238601",13,"N","N","N","Y"
"","19109202",122,"N","N","N","Y"
"","16135301",115,"N","N","N","Y"
"","35008201",264,"N","N","N","Y"
"","62517101",218,"N","N","N","Y"
"","52412716",211,"N","N","N","Y"
"","52439701",211,"N","N","N","Y"
"","22181027",7,"N","N","N","Y"
"","75708801",223,"N","N","N","Y"
"","62517301",218,"N","Y","N","N"
"","52203702",211,"N","N","N","Y"
"","62517401",218,"N","N","N","Y"
"","63402402",218,"N","N","N","Y"
"","72203903",219,"N","N","N","Y"
"","23603901",11,"N","N","N","Y"
"ALDRICH BAY MARKET AND COOKED FOOD MARKET","16134502",115,"N","N","Y","N"
"","21503401",10,"N","N","N","Y"
"SHENZHEN BAY FIRE STATION","51301009",213,"N","N","Y","N"
"POLICE RADIO EQUIPMENT ROOM","51301010",213,"N","N","Y","N"
"THE LANDMARK (SHOPPING MALL)","00020401",105,"N","N","Y","Y"
"","62518301",218,"N","N","N","Y"
"BOUNDARY CROSSING FACILITIES AT SHEKOU(IMMIGRATION BUILDING)","51301001",213,"N","N","Y","N"
"","62514013",218,"N","N","N","Y"
"","24118601",13,"N","N","N","Y"
"ENTERPRISE SQ 5","28010602",35,"N","Y","Y","Y"
"ENTERPRISE SQ 5","28010603",35,"N","Y","Y","Y"
"","52205001",211,"N","N","N","Y"
"","28203015",21,"N","N","N","Y"
"","22612101",9,"N","N","N","Y"
"","28203016",21,"N","N","N","Y"
"ENERGY TOWER 1, PHASE 2, HONG KONG SCIENCE PARK","75301608",222,"N","N","Y","Y"
"BIOTECH CENTRE 1, PHASE 2, HONG KONG SCIENCE PARK","75301609",222,"N","N","Y","Y"
"BIOTECH CENTRE 2, PHASE 2, HONG KONG SCIENCE PARK","75301610",222,"N","N","Y","Y"
"LAKESIDE 1 (WEST WING), PHASE 2, HONG KONG SCIENCE PARK","75301612",222,"Y","Y","Y","Y"
"LAKESIDE 1 (EAST WING), PHASE 2, HONG KONG SCIENCE PARK","75301613",222,"Y","N","Y","Y"
"LAKESIDE 2 (WEST WING), PHASE 2, HONG KONG SCIENCE PARK","75301615",222,"Y","Y","Y","Y"
"HARBOUR VIEW 1, PHASE 2, HONG KONG SCIENCE PARK","75301616",222,"Y","Y","Y","Y"
"LAKESIDE 2 (EAST WING), PHASE 2, HONG KONG SCIENCE PARK","75301617",222,"Y","N","Y","Y"
"","52300505",211,"N","N","N","Y"
"QRE PLAZA","13141501",106,"N","N","Y","Y"
"","75708125",223,"N","N","N","Y"
"","24118701",11,"N","N","N","Y"
"","13141601",106,"N","N","N","Y"
"","53202801",211,"N","N","N","Y"
"","24319701",11,"N","N","N","Y"
"","24313901",11,"N","N","N","Y"
"","11431601",105,"N","N","N","Y"
"","72902201",219,"N","Y","N","N"
"","72902202",219,"N","Y","N","N"
"","72902203",219,"N","Y","N","N"
"HOUSE 17","72804305",219,"N","Y","N","N"
"","28012302",35,"N","N","N","N"
"","72902210",219,"N","N","N","N"
"WOODLAND CREST CLUB HOUSE","62408509",217,"N","Y","N","N"
"","27120401",17,"N","Y","","N"
"BLOCK B, TAI PING INDUSTRIAL PARK","72202802",219,"N","N","Y","Y"
"BLOCK A, TAI PING INDUSTRIAL PARK","72202801",219,"N","N","Y","Y"
"","21206401",10,"N","N","N","Y"
"","32410801",202,"N","N","N","Y"
"","32302301",202,"N","N","N","Y"
"","00017779",25,"N","N","N","Y"
"","52406801",211,"N","N","N","Y"
"CYBERPORT C IB OFFICE","17102604",126,"N","N","Y","N"
"","52407801",211,"N","N","N","Y"
"","33500410",203,"N","N","N","Y"
"YUE CHEONG CENTRE","75303301",222,"Y","N","Y","Y"
"MARY BUILDING","21110001",10,"N","Y","Y","Y"
"","52407201",211,"N","Y","N","Y"
"","52407302",211,"N","Y","N","Y"
"","23602502",12,"N","N","N","Y"
"","22601101",8,"N","N","N","Y"
"","21213401",10,"N","N","N","Y"
"","21213501",10,"N","N","N","Y"
"KENNEDY TOWN CENTRE SHOPPING CENTRE","00020305",101,"N","N","Y","Y"
"","42202401",210,"N","N","N","N"
"","22901421",9,"N","N","N","Y"
"","75304101",222,"N","N","N","Y"
"","21105201",10,"N","N","N","Y"
"CARNARVON PLAZA","21200901",10,"N","N","Y","Y"
"","22103601",8,"N","N","N","Y"
"","22103701",8,"N","N","N","N"
"RICHMOND COMMERCIAL BUILDING","22203801",8,"Y","N","Y","Y"
"LUEN WO HUI MARKET","62502901",218,"N","N","Y","N"
"","35004701",264,"N","N","N","Y"
"PIONEER BUILDING","29505801",26,"N","N","N","Y"
"ZUNG FU INDUSTRIAL BUILDING","15701901",113,"N","Y","Y","Y"
"","13203301",106,"N","N","N","Y"
"HARBOUR INDUSTRIAL CENTRE (AP LEI CHAU INDUSTRIAL ESTATE)","17400901",123,"Y","N","Y","Y"
"LEE KAR BUILDING","21203401",10,"N","Y","N","Y"
"","21501601",42,"N","N","N","Y"
"","35102501",264,"N","N","N","Y"
"","51900801",211,"N","N","N","Y"
"GOOD HARVEST COMMERCIAL BUILDING","22502701",9,"N","Y","N","Y"
"CHEUNG FUNG INDUSTRIAL BUILDING","32408101",202,"Y","N","Y","Y"
"","42403901",210,"N","N","N","N"
"LAGUNA CITY CARPARK","29000343",26,"N","Y","Y","N"
"HI-TECH CENTRE","62403301",217,"N","Y","Y","N"
"","21202001",10,"N","Y","N","Y"
"PHASE 2, LAGUNA CITY CARPARK","29000342",28,"N","Y","Y","N"
"KA WAH BANK CTR","11408701",105,"N","Y","N","Y"
"","32704023",201,"N","N","N","Y"
"","21110201",10,"N","N","N","Y"
"","21208401",10,"N","N","N","Y"
"PRAT COMMERCIAL BUILDING","21403801",10,"Y","N","Y","Y"
"","11205401",103,"N","N","N","Y"
"","13308001",106,"N","N","N","Y"
"","13302201",106,"N","N","N","Y"
"","72603306",219,"N","N","N","Y"
"ORIENTAL CENTRE","21211401",10,"Y","N","Y","Y"
"LEADER INDUSTRIAL CENTRE","75303101",222,"Y","N","Y","Y"
"","13203701",108,"N","N","N","Y"
"KIMBERLEY HOTEL","21213901",10,"N","N","Y","N"
"","21214001",10,"N","N","N","Y"
"CAMERON PLAZA","21211501",10,"Y","Y","Y","Y"
"","21600501",10,"N","N","N","Y"
"CHINACHEM CAMERON CENTRE","21211801",10,"Y","N","Y","Y"
"","21502001",42,"N","N","N","Y"
"","13211501",106,"N","N","N","Y"
"","62506801",218,"N","N","N","Y"
"","32001601",201,"N","N","N","Y"
"","52406501",211,"N","N","N","Y"
"","75905201",222,"N","N","N","Y"
"","52408001",211,"N","N","N","Y"
"","52704101",211,"N","N","N","Y"
"","52408401",211,"N","N","N","Y"
"","42402407",210,"N","N","N","Y"
"ALLIED PLAZA","22000101",8,"N","N","Y","Y"
"WINFUL CENTRE","29511701",26,"Y","N","Y","Y"
"SEASON COMMERCIAL BUILDING","21214401",10,"N","Y","N","Y"
"","22800101",8,"N","N","N","Y"
"","13302501",106,"N","N","N","Y"
"KWAI FONG TERRANCE SHOPPING CENTRE, KWAI FONG TERRANCE","32607004",201,"N","N","Y","N"
"MULTIFIELD CENTRE","00018964",9,"Y","N","Y","N"
"","52423101",211,"N","N","N","Y"
"","52423201",211,"N","N","N","Y"
"","52423401",211,"N","N","N","Y"
"","52423501",211,"N","N","N","Y"
"","52423701",211,"N","N","N","Y"
"","52423801",211,"N","N","N","Y"
"","52424001",211,"N","N","N","Y"
"","52424201",211,"N","N","N","Y"
"","52710601",211,"N","N","N","Y"
"","52710701",211,"N","N","N","Y"
"","52424401",211,"N","N","N","Y"
"","52424601",211,"N","N","N","Y"
"","52424801",211,"N","N","N","Y"
"","52424901",211,"N","N","N","Y"
"","52425101",211,"N","N","N","Y"
"","24314701",11,"N","N","N","Y"
"","24314801",11,"N","N","N","Y"
"","13219701",106,"N","N","N","Y"
"","52425201",211,"N","N","N","Y"
"","52425701",211,"N","N","N","Y"
"","11424101",105,"N","N","N","Y"
"","17412301",123,"N","N","N","Y"
"","29102901",24,"N","N","N","Y"
"","52711001",211,"N","N","N","Y"
"","11424201",105,"N","N","N","Y"
"","17411201",124,"N","N","N","Y"
"","17314301",124,"N","N","N","Y"
"","52711301",211,"N","N","N","Y"
"","52711401",211,"N","N","N","Y"
"","52711501",211,"N","N","N","Y"
"","17509101",124,"N","N","N","Y"
"","52711601",211,"N","N","N","Y"
"","13219801",106,"N","N","N","Y"
"","13134901",106,"N","N","N","Y"
"","13219301",106,"N","N","N","Y"
"","52711701",211,"N","N","N","Y"
"","52426001",211,"N","N","N","Y"
"","17320801",124,"N","N","N","Y"
"","52426101",211,"N","N","N","Y"
"","52711801",211,"N","N","N","Y"
"","52426201",211,"N","N","N","Y"
"","52712201",211,"N","N","N","Y"
"","14511101",111,"N","N","N","Y"
"","32440201",202,"N","N","N","Y"
"","32440401",202,"N","N","N","Y"
"WAH MING COMMERCIAL CENTRE","62803201",218,"N","Y","N","N"
"","52426401",211,"N","N","N","Y"
"","52712301",211,"N","N","N","Y"
"","52426501",211,"N","N","N","Y"
"","52426701",211,"N","N","N","Y"
"","52426702",211,"N","N","N","Y"
"","52426704",211,"N","N","N","Y"
"","22177101",7,"N","N","N","Y"
"","29002101",29,"N","N","N","Y"
"KYOEI COMM BLDG","21221801",10,"N","Y","N","N"
"","52426901",211,"N","N","N","Y"
"","42405011",210,"","N","N","Y"
"","52712401",211,"N","N","N","Y"
"","52427201",211,"N","N","N","Y"
"","52427501",211,"N","N","N","Y"
"","52427801",211,"N","N","N","Y"
"","21402002",10,"N","N","N","Y"
"","52427901",211,"N","N","N","Y"
"","52428201",211,"N","N","N","Y"
"","52428301",211,"N","N","N","Y"
"","52428401",211,"N","N","N","Y"
"","52428701",211,"N","N","N","Y"
"","52428801",211,"N","N","N","Y"
"","52429101",211,"N","N","N","Y"
